,Ano,Genero,qtd,Idade
2306,2020,0,553665,70 anos
6399,2057,0,1551986,59 anos
13076,2056,1,1173645,73 anos
374,2003,0,1320152,33 anos
9555,2025,1,1510014,6 anos
2995,2026,0,89832,89 anos
5216,2046,0,957358,90 anos ou mais
8657,2016,1,213666,90 anos ou mais
10513,2033,1,4880176,65 a 69 anos
5603,2050,0,1442302,43 anos
6353,2057,0,1270763,20 anos
6570,2059,0,1221511,16 anos
12109,2048,1,1240558,7 anos
8488,2015,1,1332530,42 anos
7016,2002,1,1841546,18 anos
3862,2034,0,790924,72 anos
3913,2035,0,1465270,22 anos
3850,2034,0,1132588,62 anos
10940,2037,1,1617291,50 anos
10404,2032,1,993878,66 anos
3427,2030,0,2597331,80 anos ou mais
9608,2025,1,1353139,50 anos
11044,2038,1,8076237,45 a 49 anos
1017,2009,0,1754338,14 anos
1955,2017,0,1062121,55 anos
9366,2023,1,1695633,34 anos
6350,2057,0,1253364,18 anos
3999,2036,0,1303339,1 ano
5584,2050,0,1438615,27 anos
9183,2021,1,731671,66 anos
9789,2027,1,1476417,16 anos
4776,2043,0,1234137,1 ano
3248,2029,0,1536956,23 anos
6504,2058,0,1434872,54 anos
6001,2054,0,5977830,5 a 9 anos
10023,2029,1,1565808,26 anos
12353,2050,1,1415466,25 anos
7080,2002,1,273819,71 anos
10,2000,0,1724310,7 anos
3797,2034,0,1494101,18 anos
4738,2042,0,1377828,62 anos
8588,2016,1,1696038,33 anos
11502,2042,1,1555456,56 anos
425,2003,0,219728,75 anos
9429,2023,1,148290,85 anos
10267,2031,1,8128987,45 a 49 anos
8169,2012,1,963056,54 anos
33,2000,0,1410014,26 anos
8720,2017,1,1214999,50 anos
9796,2027,1,1558464,22 anos
8516,2015,1,625613,65 anos
1291,2011,0,816491,57 anos
9403,2023,1,3718492,65 a 69 anos
2469,2022,0,1671457,21 anos
5624,2050,0,1495282,60 anos
10942,2037,1,1594809,52 anos
7950,2010,1,827097,56 anos
3541,2031,0,335763,81 anos
9633,2025,1,622959,71 anos
2605,2023,0,1606301,42 anos
10665,2035,1,1378670,6 anos
2263,2020,0,8347421,35 a 39 anos
952,2008,0,916946,52 anos
4746,2042,0,1025146,69 anos
3276,2029,0,1629063,46 anos
12798,2054,1,1371356,26 anos
9496,2024,1,6278778,50 a 54 anos
7810,2009,1,1527800,32 anos
12197,2048,1,2763770,80 a 84 anos
13351,2059,1,6584723,25 a 29 anos
449,2004,0,1701399,3 anos
5958,2053,0,1460883,61 anos
10382,2032,1,1625279,48 anos
9530,2024,1,334107,78 anos
3304,2029,0,3383680,70 a 74 anos
5116,2046,0,1258866,7 anos
7576,2007,1,1794722,22 anos
2825,2025,0,1676807,40 anos
4866,2043,0,769499,76 anos
6942,2001,1,814537,49 anos
5480,2049,0,1460785,33 anos
5385,2048,0,1522407,46 anos
5296,2047,0,6395434,65 a 69 anos
130,2001,0,9162434,15 a 19 anos
2443,2022,0,7509386,0 a 4 anos
7291,2004,1,473281,62 anos
12049,2047,1,7961564,50 a 54 anos
9932,2028,1,1660727,43 anos
9046,2020,1,6576419,45 a 49 anos
5524,2049,0,5330211,70 a 74 anos
5016,2045,0,1374233,16 anos
993,2008,0,-,85 anos
1687,2015,0,1781242,17 anos
9887,2028,1,1465087,5 anos
3690,2033,0,1471511,21 anos
11585,2043,1,1432214,33 anos
1790,2016,0,1560830,10 anos
11363,2041,1,1461693,33 anos
9391,2023,1,5622071,55 a 59 anos
3958,2035,0,5803746,60 a 64 anos
12218,2049,1,1217629,5 anos
6922,2001,1,1315450,32 anos
1124,2010,0,1724962,10 anos
2133,2019,0,1709672,19 anos
6440,2058,0,1104418,0 ano
3184,2028,0,1058609,62 anos
12184,2048,1,5182591,70 a 74 anos
2753,2024,0,520056,73 anos
3145,2028,0,8534872,30 a 34 anos
2334,2021,0,1503576,1 ano
12682,2053,1,1338493,22 anos
10679,2035,1,1482666,18 anos
10723,2035,1,6950611,55 a 59 anos
8967,2019,1,496395,71 anos
13457,2060,1,1241770,20 anos
4205,2037,0,1956079,80 a 84 anos
1307,2011,0,387498,70 anos
12255,2049,1,1432721,36 anos
9418,2023,1,351422,77 anos
1598,2014,0,1585746,35 anos
4334,2039,0,1290981,3 anos
4388,2039,0,1609939,48 anos
4998,2045,0,1219052,1 ano
10005,2029,1,1516802,11 anos
6546,2058,0,353425,88 anos
2310,2020,0,406614,74 anos
1844,2016,0,1034538,55 anos
13075,2056,1,1215412,72 anos
7315,2004,1,-,81 anos
6378,2057,0,1440399,41 anos
2313,2020,0,334732,76 anos
11828,2045,1,1608593,50 anos
13088,2056,1,624706,82 anos
6307,2056,0,4718561,75 a 79 anos
4035,2036,0,1532670,31 anos
6017,2054,0,1284082,18 anos
10821,2036,1,1622204,44 anos
2081,2018,0,582790,68 anos
3568,2032,0,1498390,12 anos
6956,2001,1,477038,60 anos
6608,2059,0,1388001,48 anos
4877,2043,0,1346482,85 a 89 anos
840,2007,0,923418,51 anos
7337,2005,1,1791670,8 anos
9841,2027,1,5201061,60 a 64 anos
8176,2012,1,3313737,60 a 64 anos
10494,2033,1,1618480,49 anos
7363,2005,1,6868187,30 a 34 anos
2057,2018,0,1263876,48 anos
12398,2050,1,1452538,63 anos
10685,2035,1,1466409,23 anos
4644,2041,0,737663,76 anos
1564,2014,0,1522953,7 anos
3786,2034,0,1435701,9 anos
1217,2010,0,63209,87 anos
11509,2042,1,1377828,62 anos
4951,2044,0,7710316,55 a 59 anos
1252,2011,0,8629711,25 a 29 anos
12542,2051,1,1197201,90 anos ou mais
8143,2012,1,1627436,32 anos
643,2005,0,277727,72 anos
7931,2010,1,1314186,40 anos
99,2000,0,-,80 anos
8926,2019,1,1658559,37 anos
4050,2036,0,1622204,44 anos
483,2004,0,1360777,31 anos
5887,2053,0,1166825,2 anos
1892,2017,0,1505292,3 anos
1941,2017,0,1322067,44 anos
6864,2000,1,204039,76 anos
5846,2052,0,1477941,60 anos
285,2002,0,774627,51 anos
6563,2059,0,1180818,10 anos
11230,2040,1,7287028,15 a 19 anos
7682,2008,1,1753201,18 anos
818,2007,0,1395677,33 anos
3351,2030,0,1497779,16 anos
83,2000,0,312516,68 anos
13377,2059,1,1401002,46 anos
9532,2024,1,1970985,80 anos ou mais
10194,2030,1,519395,76 anos
6744,2060,0,1309910,69 anos
138,2001,0,1725251,21 anos
2936,2026,0,1678365,40 anos
1702,2015,0,8457008,30 a 34 anos
11347,2041,1,7425286,20 a 24 anos
8756,2017,1,841980,80 a 84 anos
5836,2052,0,1569783,52 anos
13285,2058,1,1483224,62 anos
4752,2042,0,847832,74 anos
8885,2019,1,1504762,3 anos
12204,2048,1,414128,85 anos
5983,2053,0,637494,81 anos
4598,2041,0,1530598,38 anos
8357,2014,1,1730509,25 anos
11603,2043,1,1621966,48 anos
843,2007,0,813684,54 anos
11444,2042,1,1312425,8 anos
8977,2019,1,1624053,80 anos ou mais
7536,2006,1,-,80 anos
8042,2011,1,1321376,40 anos
10811,2036,1,1626178,35 anos
6948,2001,1,651694,54 anos
12044,2047,1,1527915,45 anos
8374,2014,1,6624863,40 a 44 anos
13072,2056,1,6058911,70 a 74 anos
1583,2014,0,1719337,23 anos
3962,2035,0,1118062,63 anos
1832,2016,0,1292622,45 anos
61,2000,0,3445793,50 a 54 anos
673,2006,0,8778097,5 a 9 anos
4089,2036,0,645970,76 anos
5563,2050,0,6339911,10 a 14 anos
12120,2048,1,1333961,16 anos
9589,2025,1,8430688,35 a 39 anos
3998,2036,0,1293247,0 ano
6145,2055,0,1428650,32 anos
849,2007,0,644014,59 anos
8861,2018,1,337598,75 anos
5041,2045,0,1451095,37 anos
1761,2015,0,218556,79 anos
2163,2019,0,1394290,44 anos
11466,2042,1,1476178,26 anos
13536,2060,1,524617,85 anos
7225,2004,1,1792756,7 anos
12414,2050,1,850963,76 anos
8091,2011,1,169576,80 anos
11568,2043,1,1441564,19 anos
8821,2018,1,1443516,42 anos
1620,2014,0,1017641,54 anos
11375,2041,1,1685975,43 anos
13042,2056,1,7025894,45 a 49 anos
12279,2049,1,1524695,56 anos
3743,2033,0,1050220,65 anos
12215,2049,1,1203419,3 anos
12128,2048,1,1419477,23 anos
4237,2038,0,7408463,15 a 19 anos
6135,2055,0,1334889,24 anos
11562,2043,1,1376362,14 anos
12082,2047,1,766179,77 anos
2792,2025,0,1485112,13 anos
2019,2018,0,1620789,16 anos
11768,2045,1,1212592,0 ano
10830,2036,1,1604155,51 anos
10519,2033,1,3847628,70 a 74 anos
12780,2054,1,1223824,11 anos
11112,2039,1,1364326,9 anos
11718,2044,1,1572142,51 anos
9882,2028,1,1410057,1 ano
9313,2022,1,221599,81 anos
1549,2013,0,86474,86 anos
13248,2058,1,1376262,31 anos
13217,2058,1,1149785,5 anos
12727,2053,1,7266311,60 a 64 anos
9817,2027,1,8318165,40 a 44 anos
8669,2017,1,1500151,8 anos
8773,2018,1,1505463,2 anos
408,2003,0,480863,61 anos
3659,2032,0,155477,87 anos
405,2003,0,533877,59 anos
403,2003,0,599846,57 anos
10974,2037,1,528101,79 anos
12929,2055,1,1415421,43 anos
13312,2058,1,549487,84 anos
1507,2013,0,1062463,52 anos
11273,2040,1,1604345,50 anos
10158,2030,1,1639278,46 anos
2993,2026,0,121783,87 anos
6974,2001,1,218248,75 anos
6843,2000,1,484081,59 anos
11450,2042,1,1376668,13 anos
6076,2054,0,1367531,67 anos
6888,2001,1,1797208,4 anos
11985,2046,1,259353,88 anos
11554,2043,1,1289902,7 anos
10057,2029,1,6028485,55 a 59 anos
3714,2033,0,1636038,41 anos
2503,2022,0,6156429,50 a 54 anos
1172,2010,0,1054155,50 anos
2416,2021,0,2499910,70 a 74 anos
5490,2049,0,1439095,41 anos
11166,2039,1,1576590,54 anos
8972,2019,1,352987,75 anos
1473,2013,0,1735017,24 anos
12698,2053,1,1472194,35 anos
1499,2013,0,1268566,45 anos
11732,2044,1,1387090,63 anos
3671,2033,0,1393265,5 anos
12507,2051,1,1477892,61 anos
7012,2002,1,9170290,15 a 19 anos
13221,2058,1,1181012,9 anos
9671,2026,1,1501944,10 anos
10622,2034,1,1109841,63 anos
2647,2023,0,351422,77 anos
10166,2030,1,1402018,53 anos
6202,2055,0,6395892,80 anos ou mais
3466,2031,0,7394220,20 a 24 anos
5934,2053,0,1421916,41 anos
9688,2026,1,8544666,25 a 29 anos
7372,2005,1,1302567,37 anos
8706,2017,1,1534733,39 anos
11127,2039,1,1503469,21 anos
9952,2028,1,5297302,60 a 64 anos
229,2002,0,8787300,5 a 9 anos
5907,2053,0,1305460,19 anos
1769,2015,0,398787,85 a 89 anos
6947,2001,1,685863,53 anos
12678,2053,1,1305460,19 anos
9504,2024,1,1173640,56 anos
4181,2037,0,1320263,60 anos
1685,2015,0,1720396,15 anos
6257,2056,0,1426669,33 anos
5494,2049,0,7671186,45 a 49 anos
4316,2038,0,2036796,80 a 84 anos
4451,2040,0,1337607,8 anos
444,2004,0,89831973,Total
3567,2032,0,1488402,11 anos
3732,2033,0,1370192,56 anos
8922,2019,1,1703818,34 anos
1325,2011,0,340306,85 a 89 anos
1090,2009,0,1066259,75 a 79 anos
3310,2029,0,2301516,75 a 79 anos
283,2002,0,3718629,50 a 54 anos
1006,2009,0,8241360,5 a 9 anos
6636,2059,0,1259317,71 anos
3265,2029,0,1652715,37 anos
2676,2024,0,1533711,9 anos
765,2006,0,-,80 anos
13301,2058,1,1104294,75 anos
3270,2029,0,1670811,41 anos
10689,2035,1,1469892,26 anos
10616,2034,1,1309300,58 anos
8950,2019,1,1039002,57 anos
5931,2053,0,1445327,39 anos
9580,2025,1,1745967,27 anos
13297,2058,1,1223304,72 anos
11799,2045,1,1483763,26 anos
6910,2001,1,1673599,22 anos
6915,2001,1,1455806,26 anos
12216,2049,1,1210453,4 anos
13084,2056,1,6547988,80 anos ou mais
9947,2028,1,1237372,55 anos
10477,2033,1,8444696,35 a 39 anos
3222,2029,0,1395359,1 ano
5233,2047,0,1299896,12 anos
13093,2056,1,429891,86 anos
12407,2050,1,1207570,70 anos
12067,2047,1,6395434,65 a 69 anos
10349,2032,1,1474135,20 anos
4749,2042,0,950923,71 anos
9448,2024,1,7425264,10 a 14 anos
3029,2027,0,1594135,25 anos
8282,2013,1,953004,55 anos
6411,2057,0,1321900,69 anos
10880,2037,1,1282187,0 ano
3675,2033,0,1449984,9 anos
5416,2048,0,1034767,72 anos
1185,2010,0,651585,61 anos
1600,2014,0,1507745,37 anos
9913,2028,1,1651006,27 anos
3034,2027,0,8473141,30 a 34 anos
10566,2034,1,1512845,16 anos
3602,2032,0,1640820,40 anos
10803,2036,1,1482629,29 anos
6090,2054,0,774817,79 anos
12295,2049,1,5330211,70 a 74 anos
6066,2054,0,1516775,59 anos
3009,2027,0,1517595,9 anos
703,2006,0,7023768,30 a 34 anos
11774,2045,1,1249941,5 anos
13106,2057,1,1158085,5 anos
3213,2028,0,173304,85 anos
8718,2017,1,1239919,49 anos
8894,2019,1,1499358,10 anos
6827,2000,1,928180,45 anos
11545,2043,1,6213632,0 a 4 anos
10725,2035,1,1436570,56 anos
1802,2016,0,1753549,20 anos
12932,2055,1,1396907,45 anos
10236,2031,1,1476326,19 anos
2867,2025,0,464925,75 anos
1734,2015,0,969284,56 anos
2480,2022,0,1679126,30 anos
292,2002,0,572462,57 anos
5596,2050,0,1430194,37 anos
742,2006,0,510471,62 anos
2601,2023,0,1679281,39 anos
10773,2036,1,1338651,4 anos
8878,2018,1,63080,89 anos
4609,2041,0,1610414,47 anos
4268,2038,0,1699498,40 anos
2139,2019,0,1722681,24 anos
2929,2026,0,8404634,35 a 39 anos
595,2005,0,1360239,32 anos
2631,2023,0,870946,64 anos
8156,2012,1,1290503,43 anos
3619,2032,0,6425224,55 a 59 anos
8743,2017,1,2094581,70 a 74 anos
602,2005,0,1285704,38 anos
6946,2001,1,717611,52 anos
7744,2008,1,1578779,70 a 74 anos
6924,2001,1,1289031,34 anos
9483,2024,1,1681742,39 anos
3060,2027,0,1382199,51 anos
3927,2035,0,1629365,34 anos
11008,2038,1,7408463,15 a 19 anos
13070,2056,1,1344394,68 anos
2677,2024,0,7425264,10 a 14 anos
7429,2005,1,-,84 anos
54,2000,0,966036,44 anos
3830,2034,0,1644806,45 anos
6654,2059,0,507136,85 anos
106,2000,0,-,86 anos
6585,2059,0,1339189,29 anos
9807,2027,1,1712749,31 anos
8956,2019,1,842388,62 anos
429,2003,0,168593,79 anos
7966,2010,1,1689818,70 a 74 anos
3237,2029,0,1531570,14 anos
736,2006,0,684249,57 anos
8320,2013,1,86474,86 anos
13345,2059,1,6339825,20 a 24 anos
9878,2027,1,372193,90 anos ou mais
4863,2043,0,857873,74 anos
11527,2042,1,705977,77 anos
13428,2059,1,357624,88 anos
8315,2013,1,142276,82 anos
7242,2004,1,1802926,21 anos
7211,2003,1,-,87 anos
5017,2045,0,1387081,17 anos
6887,2001,1,1801361,3 anos
1584,2014,0,1725783,24 anos
5574,2050,0,1343736,19 anos
4585,2041,0,1473465,27 anos
1930,2017,0,8013399,35 a 39 anos
3333,2030,0,1380996,1 ano
8843,2018,1,897323,60 anos
12250,2049,1,1452122,32 anos
12817,2054,1,1418653,42 anos
5756,2051,0,760962,78 anos
7543,2006,1,-,86 anos
4788,2043,0,1336809,11 anos
10969,2037,1,3102353,75 a 79 anos
1838,2016,0,1193648,50 anos
7755,2008,1,176125,79 anos
5793,2052,0,1286315,16 anos
115,2001,0,1779260,2 anos
6699,2060,0,1348637,31 anos
2526,2022,0,636641,69 anos
13425,2059,1,507136,85 anos
11378,2041,1,1656250,45 anos
6581,2059,0,1295415,25 anos
824,2007,0,1311454,38 anos
628,2005,0,2472672,60 a 64 anos
4894,2044,0,1278931,7 anos
5035,2045,0,1442058,32 anos
787,2007,0,1727511,7 anos
12578,2052,1,1423364,28 anos
9461,2024,1,1569944,20 anos
3085,2027,0,626689,72 anos
13212,2058,1,1113415,1 ano
2387,2021,0,1426991,45 anos
9941,2028,1,1465506,50 anos
3367,2030,0,8534665,30 a 34 anos
5322,2047,0,402197,85 anos
13051,2056,1,1449320,52 anos
12913,2055,1,7139664,30 a 34 anos
8589,2016,1,1672302,34 anos
8911,2019,1,8485534,25 a 29 anos
7492,2006,1,5211082,45 a 49 anos
6673,2060,0,5936671,10 a 14 anos
10198,2030,1,2597331,80 anos ou mais
4995,2045,0,113474061,Total
1134,2010,0,1737191,19 anos
4661,2041,0,746158,90 anos ou mais
4769,2042,0,253160,87 anos
4104,2036,0,165971,88 anos
9548,2025,1,1440908,0 ano
3531,2031,0,634985,74 anos
6486,2058,0,1454700,39 anos
1097,2009,0,-,80 a 84 anos
10790,2036,1,1509539,18 anos
7746,2008,1,342000,71 anos
1749,2015,0,482772,69 anos
6205,2055,0,666286,81 anos
9331,2023,1,7550810,5 a 9 anos
5362,2048,0,1462849,27 anos
11447,2042,1,1337098,10 anos
12919,2055,1,7269639,35 a 39 anos
4994,2044,0,868408,90 anos ou mais
12315,2049,1,424708,85 anos
668,2006,0,1573983,0 ano
6919,2001,1,6563024,30 a 34 anos
9159,2021,1,1381213,46 anos
2379,2021,0,1649653,39 anos
4286,2038,0,1551130,55 anos
10374,2032,1,1648822,41 anos
133,2001,0,1840982,17 anos
5630,2050,0,1409373,65 anos
4928,2044,0,1447742,35 anos
371,2003,0,1361439,30 anos
2154,2019,0,1682988,36 anos
10930,2037,1,1654844,42 anos
3616,2032,0,1506206,52 anos
5571,2050,0,1308923,16 anos
8141,2012,1,1690779,30 anos
6267,2056,0,1469617,41 anos
8227,2013,1,8405865,10 a 14 anos
11673,2044,1,1362837,14 anos
11102,2039,1,1261963,0 ano
12946,2055,1,1575745,57 anos
8533,2015,1,1372739,80 anos ou mais
6409,2057,0,1360401,67 anos
12705,2053,1,1421916,41 anos
12642,2052,1,680263,80 anos
1175,2010,0,942803,53 anos
4745,2042,0,1071170,68 anos
6429,2057,0,585837,83 anos
1216,2010,0,77412,86 anos
2413,2021,0,690289,67 anos
8945,2019,1,1166167,53 anos
9847,2027,1,4232502,65 a 69 anos
4085,2036,0,788586,73 anos
2648,2023,0,317419,78 anos
4961,2044,0,1387090,63 anos
5533,2049,0,781149,77 anos
2762,2024,0,1079956,80 a 84 anos
8969,2019,1,420928,73 anos
795,2007,0,1720459,14 anos
12554,2052,1,1217042,8 anos
9974,2028,1,401521,78 anos
12762,2053,1,322674,88 anos
1139,2010,0,1751859,23 anos
395,2003,0,837569,50 anos
10834,2036,1,7107892,55 a 59 anos
6776,2000,1,1800588,3 anos
8868,2018,1,223904,80 anos
6881,2000,1,-,90 anos ou mais
6088,2054,0,895207,77 anos
1198,2010,0,341081,72 anos
5316,2047,0,640104,80 anos
9290,2022,1,883774,63 anos
11992,2047,1,1211099,2 anos
1982,2017,0,259149,78 anos
8399,2014,1,784923,60 anos
9538,2024,1,171299,84 anos
1129,2010,0,8673836,15 a 19 anos
171,2001,0,814537,49 anos
2700,2024,0,1704626,29 anos
4292,2038,0,1354697,60 anos
13254,2058,1,1432724,36 anos
13063,2056,1,1451521,62 anos
11379,2041,1,1634272,46 anos
10224,2031,1,1477187,9 anos
10325,2032,1,1341550,0 ano
10941,2037,1,1606659,51 anos
1201,2010,0,1105206,75 a 79 anos
12222,2049,1,1249098,9 anos
11812,2045,1,1451095,37 anos
12855,2054,1,1082810,74 anos
7340,2005,1,1755165,10 anos
3443,2031,0,1355232,0 ano
5631,2050,0,1380864,66 anos
895,2008,0,8423585,5 a 9 anos
8775,2018,1,1504727,4 anos
7884,2010,1,1505037,1 ano
4953,2044,0,1556032,56 anos
5257,2047,0,1492879,32 anos
9151,2021,1,7737477,40 a 44 anos
9905,2028,1,1495957,20 anos
6777,2000,1,1779581,4 anos
5511,2049,0,1509964,59 anos
120,2001,0,1759173,6 anos
6493,2058,0,6981909,45 a 49 anos
12309,2049,1,660176,80 anos
7756,2008,1,1028774,80 anos ou mais
5371,2048,0,7154681,35 a 39 anos
5047,2045,0,1516421,42 anos
10279,2031,1,6264412,55 a 59 anos
2679,2024,0,1481949,11 anos
12612,2052,1,1567761,56 anos
9562,2025,1,1481505,12 anos
9680,2026,1,1500322,18 anos
11882,2046,1,1225608,3 anos
338,2003,0,1734150,3 anos
11147,2039,1,1616148,38 anos
7154,2003,1,1199253,40 anos
856,2007,0,2065760,65 a 69 anos
5370,2048,0,1457773,34 anos
10067,2029,1,1044259,63 anos
2767,2024,0,171299,84 anos
6542,2058,0,1997388,85 a 89 anos
7230,2004,1,1721111,11 anos
9263,2022,1,1644596,40 anos
153,2001,0,1289031,34 anos
12629,2052,1,1254890,70 anos
2033,2018,0,1709734,28 anos
6233,2056,0,1223362,13 anos
11697,2044,1,1429922,34 anos
10911,2037,1,1453427,26 anos
11929,2046,1,1503093,42 anos
12361,2050,1,1478781,32 anos
3464,2031,0,1474209,18 anos
10968,2037,1,765930,74 anos
6101,2054,0,372904,87 anos
11288,2040,1,1271497,63 anos
6664,2060,0,1103216,2 anos
11266,2040,1,8059034,45 a 49 anos
9682,2026,1,7843582,20 a 24 anos
12577,2052,1,1411560,27 anos
2088,2018,0,368941,74 anos
12839,2054,1,1485303,60 anos
10151,2030,1,1662833,40 anos
3935,2035,0,1664075,40 anos
12842,2054,1,1437467,63 anos
3069,2027,0,1139609,59 anos
9760,2026,1,182283,84 anos
7869,2009,1,-,80 anos
6909,2001,1,1725251,21 anos
9470,2024,1,1723512,28 anos
7361,2005,1,1534942,28 anos
3679,2033,0,1488019,12 anos
10564,2034,1,7520683,15 a 19 anos
9832,2027,1,1335066,52 anos
1869,2016,0,293750,76 anos
11478,2042,1,1501188,36 anos
12859,2054,1,895207,77 anos
2584,2023,0,8624538,25 a 29 anos
1474,2013,0,8662143,25 a 29 anos
10145,2030,1,1683253,35 anos
10439,2033,1,1366096,3 anos
12683,2053,1,1349790,23 anos
9164,2021,1,1257807,50 anos
7824,2009,1,1217678,44 anos
12046,2047,1,1604635,47 anos
3526,2031,0,3618911,70 a 74 anos
4857,2043,0,1052096,69 anos
9784,2027,1,1532423,12 anos
5637,2050,0,1151250,71 anos
11049,2038,1,1618592,49 anos
7971,2010,1,290029,74 anos
11190,2039,1,799526,74 anos
5737,2051,0,1465794,62 anos
4079,2036,0,992053,68 anos
3879,2034,0,238766,85 anos
8463,2015,1,1716987,21 anos
11209,2039,1,164430,89 anos
554,2004,0,-,90 anos ou mais
5111,2046,0,1225608,3 anos
2841,2025,0,1222832,54 anos
826,2007,0,6144777,40 a 44 anos
6738,2060,0,1449963,64 anos
568,2005,0,8666659,10 a 14 anos
13538,2060,1,405621,87 anos
13196,2057,1,3257946,80 a 84 anos
5566,2050,0,1267450,12 anos
8817,2018,1,1566788,39 anos
5033,2045,0,1497455,30 anos
4481,2040,0,1472359,33 anos
4955,2044,0,1530242,58 anos
10776,2036,1,1365113,6 anos
4124,2037,0,1448600,13 anos
10794,2036,1,1518742,21 anos
10597,2034,1,1631346,42 anos
3771,2033,0,139722,88 anos
3109,2028,0,7120032,0 a 4 anos
3076,2027,0,4232502,65 a 69 anos
3584,2032,0,1493178,25 anos
9138,2021,1,1682752,29 anos
8069,2011,1,606587,63 anos
2512,2022,0,1104114,57 anos
4208,2037,0,386992,82 anos
6683,2060,0,1227004,18 anos
8573,2016,1,1753549,20 anos
12122,2048,1,1358234,18 anos
11314,2040,1,352122,84 anos
3320,2029,0,272572,82 anos
9753,2026,1,335348,79 anos
11950,2046,1,7272652,60 a 64 anos
1209,2010,0,166327,80 anos
2732,2024,0,1196396,55 anos
1840,2016,0,1136615,52 anos
9766,2026,1,89832,89 anos
5922,2053,0,1443301,31 anos
9781,2027,1,7506047,10 a 14 anos
5955,2053,0,1499640,59 anos
8114,2012,1,1586574,8 anos
9177,2021,1,936628,61 anos
3386,2030,0,1649463,45 anos
7376,2005,1,1240866,40 anos
3752,2033,0,722943,73 anos
9683,2026,1,1546090,20 anos
7471,2006,1,1615046,27 anos
12594,2052,1,1415767,41 anos
8251,2013,1,8263753,30 a 34 anos
12070,2047,1,1278822,67 anos
2093,2018,0,263201,78 anos
8175,2012,1,769367,59 anos
10706,2035,1,1664075,40 anos
3103,2027,0,143681,86 anos
7533,2006,1,172446,79 anos
12382,2050,1,8034455,50 a 54 anos
6244,2056,0,1300504,22 anos
12481,2051,1,7128025,40 a 44 anos
11836,2045,1,1543505,57 anos
10630,2034,1,3955595,70 a 74 anos
334,2003,0,8471687,0 a 4 anos
7969,2010,1,341081,72 anos
2072,2018,0,897323,60 anos
2594,2023,0,1691299,33 anos
10732,2035,1,1149059,62 anos
3996,2036,0,112032426,Total
9856,2027,1,626689,72 anos
10716,2035,1,1624134,49 anos
10320,2031,1,124897,88 anos
7641,2007,1,215897,76 anos
11653,2043,1,197828,89 anos
364,2003,0,7472657,25 a 29 anos
3817,2034,0,8474256,35 a 39 anos
11108,2039,1,1313144,5 anos
11751,2044,1,647110,79 anos
2264,2020,0,1699632,35 anos
6895,2001,1,8878551,10 a 14 anos
4821,2043,0,1514035,39 anos
4654,2041,0,366822,84 anos
6497,2058,0,1382821,48 anos
3491,2031,0,1653705,40 anos
4053,2036,0,1631184,46 anos
4362,2039,0,1455654,26 anos
9599,2025,1,1627929,43 anos
8379,2014,1,1291226,44 anos
3061,2027,0,1335066,52 anos
4061,2036,0,1571410,53 anos
3457,2031,0,1507795,12 anos
6808,2000,1,6503401,30 a 34 anos
9540,2024,1,152711,85 anos
2816,2025,0,1667990,33 anos
11497,2042,1,1586537,52 anos
2181,2019,0,963248,59 anos
642,2005,0,300912,71 anos
13416,2059,1,885497,79 anos
6510,2058,0,1532201,59 anos
9433,2023,1,76061,89 anos
1279,2011,0,1178154,47 anos
2897,2026,0,1517935,8 anos
8600,2016,1,1327179,43 anos
9001,2020,1,1483521,7 anos
1706,2015,0,1676695,33 anos
8650,2016,1,123851,84 anos
5504,2049,0,1598605,53 anos
5522,2049,0,1281140,68 anos
780,2007,0,1568454,1 ano
7395,2005,1,692106,56 anos
4117,2037,0,1364845,7 anos
2064,2018,0,1118955,54 anos
3539,2031,0,1514999,80 a 84 anos
10704,2035,1,1683832,39 anos
3090,2027,0,460440,76 anos
3677,2033,0,1463491,10 anos
12326,2050,1,1196364,3 anos
2537,2022,0,301611,78 anos
2275,2020,0,6576419,45 a 49 anos
12927,2055,1,1439188,41 anos
7099,2002,1,-,86 anos
11284,2040,1,6593867,60 a 64 anos
