,Ano,Genero,qtd,Idade
7047,2002,1,1030884,44 anos
12991,2056,1,1141624,2 anos
6354,2057,0,1279880,21 anos
1039,2009,0,1527800,32 anos
8546,2015,1,200858,90 anos ou mais
12792,2054,1,1314244,21 anos
8321,2013,1,72812,87 anos
12840,2054,1,1458195,61 anos
3389,2030,0,1594872,48 anos
1074,2009,0,626474,61 anos
1311,2011,0,304232,74 anos
8963,2019,1,604297,68 anos
5667,2051,0,1196093,4 anos
3590,2032,0,1578990,30 anos
6395,2057,0,1460288,55 anos
5654,2050,0,1717634,85 a 89 anos
1812,2016,0,1724407,29 anos
880,2007,0,-,84 anos
9234,2022,1,1555098,16 anos
5196,2046,0,881582,74 anos
645,2005,0,240732,74 anos
11223,2040,1,1350912,9 anos
10735,2035,1,5036045,65 a 69 anos
7579,2007,1,8222345,25 a 29 anos
2097,2018,0,223904,80 anos
5803,2052,0,7056509,25 a 29 anos
1047,2009,0,1317168,39 anos
2874,2025,0,283545,80 anos
4491,2040,0,1672338,41 anos
11439,2042,1,1269338,4 anos
6467,2058,0,1287536,23 anos
13481,2060,1,1443453,40 anos
8574,2016,1,1734166,21 anos
6317,2056,0,624706,82 anos
12270,2049,1,1593145,49 anos
2406,2021,0,936628,61 anos
2680,2024,0,1485555,12 anos
6977,2001,1,172657,78 anos
12774,2054,1,1188786,6 anos
11285,2040,1,1412243,60 anos
6150,2055,0,1461940,36 anos
7611,2007,1,923418,51 anos
3232,2029,0,7547162,10 a 14 anos
9857,2027,1,584498,73 anos
7379,2005,1,1155024,43 anos
5145,2046,0,1495150,31 anos
13283,2058,1,1537354,60 anos
13049,2056,1,1444001,50 anos
12570,2052,1,1340332,21 anos
10051,2029,1,7046315,50 a 54 anos
5165,2046,0,1657782,48 anos
3288,2029,0,1225751,56 anos
7997,2011,1,1513165,3 anos
10681,2035,1,7399228,20 a 24 anos
11332,2041,1,1312664,7 anos
8863,2018,1,284512,77 anos
1566,2014,0,1580522,9 anos
8103,2012,1,97132054,Total
5079,2045,0,1119106,69 anos
9202,2021,1,215832,81 anos
12024,2047,1,1485343,29 anos
11462,2042,1,1490481,23 anos
4173,2037,0,1562270,54 anos
475,2004,0,7681312,25 a 29 anos
9335,2023,1,1534082,8 anos
8953,2019,1,4214303,60 a 64 anos
3143,2028,0,1678411,28 anos
2898,2026,0,1490725,9 anos
8012,2011,1,1769396,15 anos
166,2001,0,4430368,45 a 49 anos
1180,2010,0,789260,57 anos
6371,2057,0,1435084,35 anos
2962,2026,0,1020832,62 anos
13403,2059,1,1332000,68 anos
4406,2039,0,1236161,63 anos
10550,2034,1,1352631,3 anos
3399,2030,0,1256280,56 anos
10989,2038,1,112557327,Total
12617,2052,1,1477941,60 anos
3554,2032,0,1341550,0 ano
192,2001,0,364136,66 anos
10540,2033,1,194188,86 anos
6726,2060,0,1415449,54 anos
210,2001,0,-,80 anos
6917,2001,1,1366889,28 anos
858,2007,0,428388,66 anos
9834,2027,1,1247365,54 anos
6084,2054,0,1082810,74 anos
4044,2036,0,1701739,39 anos
11634,2043,1,857873,74 anos
13083,2056,1,823281,79 anos
7413,2005,1,300912,71 anos
656,2005,0,-,82 anos
2175,2019,0,1137781,54 anos
456,2004,0,1755827,9 anos
13478,2060,1,1428077,38 anos
2384,2021,0,1513311,43 anos
659,2005,0,-,85 a 89 anos
12544,2052,1,5873639,0 a 4 anos
2373,2021,0,1704993,34 anos
12127,2048,1,1407389,22 anos
3177,2028,0,1208982,56 anos
9677,2026,1,1478312,15 anos
3698,2033,0,1540929,28 anos
7002,2002,1,1776144,6 anos
2640,2023,0,577200,71 anos
381,2003,0,1224985,39 anos
3898,2035,0,7310452,10 a 14 anos
9196,2021,1,317640,77 anos
1440,2012,0,59271,88 anos
1513,2013,0,872744,57 anos
9656,2025,1,335033,90 anos ou mais
7163,2003,1,910188,48 anos
8545,2015,1,56392,89 anos
12066,2047,1,1415156,64 anos
9863,2027,1,386134,78 anos
13080,2056,1,1003285,76 anos
8,2000,0,1760334,5 anos
981,2008,0,222561,76 anos
1092,2009,0,230468,76 anos
792,2007,0,1771969,11 anos
11649,2043,1,350806,85 anos
910,2008,0,1735646,17 anos
891,2008,0,1528011,1 ano
1753,2015,0,379787,72 anos
11395,2041,1,6745779,60 a 64 anos
3246,2029,0,1493054,21 anos
5043,2045,0,1492547,39 anos
13456,2060,1,6289218,20 a 24 anos
4739,2042,0,1334687,63 anos
4167,2037,0,1623382,49 anos
8800,2018,1,8512314,25 a 29 anos
4899,2044,0,1323840,11 anos
3847,2034,0,5702081,60 a 64 anos
5281,2047,0,1591430,52 anos
1603,2014,0,6624863,40 a 44 anos
834,2007,0,1107752,46 anos
11467,2042,1,1504259,27 anos
2113,2019,0,1493811,2 anos
12836,2054,1,1543798,58 anos
10082,2029,1,544644,75 anos
9382,2023,1,1412918,47 anos
12017,2047,1,1433387,23 anos
1405,2012,0,3313737,60 a 64 anos
11441,2042,1,1279385,5 anos
12052,2047,1,1591430,52 anos
10368,2032,1,1694927,36 anos
8782,2018,1,7751948,10 a 14 anos
10275,2031,1,1515599,51 anos
7639,2007,1,1010465,75 a 79 anos
9715,2026,1,1519193,47 anos
13022,2056,1,1367733,28 anos
9801,2027,1,1654253,26 anos
3718,2033,0,8179855,45 a 49 anos
9287,2022,1,1004443,60 anos
10824,2036,1,1631184,46 anos
7102,2002,1,-,89 anos
9494,2024,1,1406097,48 anos
2887,2026,0,7263006,0 a 4 anos
9274,2022,1,6156429,50 a 54 anos
6867,2000,1,116181,79 anos
2027,2018,0,1726351,23 anos
10899,2037,1,1484716,16 anos
5764,2051,0,492773,84 anos
233,2002,0,1736086,8 anos
4327,2038,0,157143,89 anos
3260,2029,0,1705766,33 anos
556,2005,0,8134947,0 a 4 anos
12016,2047,1,1421527,22 anos
10088,2029,1,1378193,80 a 84 anos
5319,2047,0,492103,83 anos
4392,2039,0,1606303,51 anos
11198,2039,1,2117674,80 a 84 anos
9625,2025,1,3978090,65 a 69 anos
12172,2048,1,7331395,60 a 64 anos
13129,2057,1,6713878,25 a 29 anos
4973,2044,0,898697,73 anos
1628,2014,0,784923,60 anos
12802,2054,1,7199860,30 a 34 anos
8384,2014,1,1208849,48 anos
8864,2018,1,263201,78 anos
12740,2053,1,1272788,70 anos
7302,2004,1,289731,71 anos
3917,2035,0,1451330,25 anos
10959,2037,1,1058445,66 anos
333,2003,0,88806950,Total
11372,2041,1,1609205,40 anos
12675,2053,1,1275421,16 anos
3032,2027,0,1718490,28 anos
7442,2006,1,1607942,3 anos
852,2007,0,569761,61 anos
11390,2041,1,1568377,55 anos
11097,2038,1,182284,88 anos
8166,2012,1,1071754,51 anos
3536,2031,0,453967,78 anos
11661,2044,1,1250192,4 anos
12489,2051,1,1482181,46 anos
13151,2057,1,1432740,43 anos
1546,2013,0,115277,84 anos
11042,2038,1,1650344,43 anos
9953,2028,1,1126393,60 anos
9836,2027,1,1220590,55 anos
6092,2054,0,3025436,80 a 84 anos
12429,2050,1,298318,88 anos
2918,2026,0,1657578,25 anos
2713,2024,0,8135221,40 a 44 anos
13228,2058,1,6184244,15 a 19 anos
505,2004,0,3990276,50 a 54 anos
1082,2009,0,409273,68 anos
7020,2002,1,1755101,21 anos
4507,2040,0,7585774,55 a 59 anos
534,2004,0,236183,74 anos
5815,2052,0,7253323,35 a 39 anos
836,2007,0,1037032,48 anos
8701,2017,1,8013399,35 a 39 anos
1382,2012,0,1327695,40 anos
1681,2015,0,1599836,12 anos
3569,2032,0,1507403,13 anos
7220,2004,1,1701399,3 anos
11298,2040,1,934246,71 anos
3980,2035,0,532451,78 anos
12810,2054,1,1469697,36 anos
3888,2035,0,1314917,1 ano
4822,2043,0,7954176,40 a 44 anos
1016,2009,0,1771572,13 anos
6716,2060,0,1455869,45 anos
10300,2031,1,722451,72 anos
6941,2001,1,848866,48 anos
11640,2043,1,633716,79 anos
8269,2013,1,6082367,45 a 49 anos
576,2005,0,1776238,16 anos
8085,2011,1,249316,76 anos
1233,2011,0,1627945,9 anos
9663,2026,1,1478878,4 anos
13008,2056,1,1246195,16 anos
4536,2040,0,583080,79 anos
11069,2038,1,1102816,65 anos
5261,2047,0,1438310,35 anos
10525,2033,1,2697044,75 a 79 anos
1341,2012,0,1562802,6 anos
7700,2008,1,1441207,33 anos
10868,2036,1,371174,82 anos
12684,2053,1,1361175,24 anos
6418,2057,0,4824282,75 a 79 anos
4280,2038,0,1615520,50 anos
1515,2013,0,796366,59 anos
2606,2023,0,1573304,43 anos
11870,2045,1,1457337,85 a 89 anos
11060,2038,1,1439186,58 anos
9188,2021,1,574544,70 anos
11089,2038,1,449185,81 anos
823,2007,0,1317854,37 anos
7066,2002,1,2282652,60 a 64 anos
4247,2038,0,1513754,23 anos
8769,2018,1,101971173,Total
12516,2051,1,1283051,69 anos
7839,2009,1,797692,56 anos
5070,2045,0,1477609,61 anos
3418,2030,0,699109,72 anos
883,2007,0,-,86 anos
10912,2037,1,1446409,27 anos
9093,2020,1,168870,83 anos
3512,2031,0,1203274,58 anos
12838,2054,1,7252466,60 a 64 anos
7558,2007,1,1727511,7 anos
4188,2037,0,1058445,66 anos
2129,2019,0,1581750,15 anos
7936,2010,1,5768516,45 a 49 anos
2505,2022,0,1248741,51 anos
12090,2047,1,492103,83 anos
2770,2024,0,132223,86 anos
996,2008,0,-,88 anos
5324,2047,0,308030,87 anos
2353,2021,0,1577131,17 anos
2759,2024,0,334107,78 anos
8033,2011,1,1563468,33 anos
8035,2011,1,6990523,35 a 39 anos
5156,2046,0,1489284,40 anos
2169,2019,0,1257318,49 anos
3031,2027,0,1681714,27 anos
2688,2024,0,1567488,19 anos
8344,2014,1,8829069,15 a 19 anos
12870,2054,1,469329,85 anos
7693,2008,1,1676530,27 anos
988,2008,0,-,81 anos
1407,2012,0,695570,61 anos
1718,2015,0,1310907,43 anos
3946,2035,0,7861606,50 a 54 anos
4837,2043,0,1578645,52 anos
2661,2023,0,89651,88 anos
6011,2054,0,1239211,13 anos
10195,2030,1,475820,77 anos
4528,2040,0,897528,72 anos
2228,2020,0,1535189,5 anos
615,2005,0,936300,49 anos
2863,2025,0,580422,72 anos
8205,2012,1,125781,83 anos
5069,2045,0,1499667,60 anos
6054,2054,0,1466785,49 anos
2060,2018,0,1231859,50 anos
9737,2026,1,906263,65 anos
9110,2021,1,1503791,5 anos
10727,2035,1,1346114,58 anos
1935,2017,0,1534733,39 anos
11,2000,0,1725378,8 anos
12347,2050,1,1355423,20 anos
6348,2057,0,1237295,16 anos
11614,2043,1,1542749,57 anos
5810,2052,0,1445365,30 anos
12711,2053,1,1429646,46 anos
5157,2046,0,1502854,41 anos
9293,2022,1,802452,65 anos
7811,2009,1,1484487,33 anos
1650,2014,0,209054,79 anos
4864,2043,0,3617852,75 a 79 anos
3461,2031,0,1499198,15 anos
8580,2016,1,1717155,26 anos
6519,2058,0,1368236,66 anos
10671,2035,1,1449302,11 anos
11412,2041,1,833426,74 anos
4618,2041,0,7649457,55 a 59 anos
5562,2050,0,1240160,9 anos
3002,2027,0,1452058,3 anos
10670,2035,1,1435381,10 anos
10211,2030,1,432174,90 anos ou mais
12519,2051,1,1174897,71 anos
12660,2053,1,1181937,4 anos
6236,2056,0,1238334,15 anos
56,2000,0,928180,45 anos
5936,2053,0,1404140,43 anos
5449,2049,0,1232251,7 anos
10050,2029,1,1533402,49 anos
8275,2013,1,5313246,50 a 54 anos
6200,2055,0,858427,78 anos
8131,2012,1,1734861,22 anos
4228,2038,0,1351413,7 anos
12920,2055,1,1455760,35 anos
11066,2038,1,1200655,63 anos
426,2003,0,206480,76 anos
4694,2042,0,1467334,25 anos
3167,2028,0,1540241,48 anos
12077,2047,1,945500,73 anos
10258,2031,1,1658027,37 anos
4470,2040,0,1480761,24 anos
4111,2037,0,1302688,2 anos
12147,2048,1,1436998,39 anos
4307,2038,0,822903,73 anos
9018,2020,1,1743872,21 anos
6114,2055,0,1181551,6 anos
2843,2025,0,1203972,55 anos
6390,2057,0,1436751,51 anos
1290,2011,0,855028,56 anos
137,2001,0,1775028,20 anos
3279,2029,0,1533402,49 anos
9324,2023,1,105681529,Total
6521,2058,0,1337700,68 anos
2483,2022,0,1699421,33 anos
12520,2051,1,1120113,72 anos
7784,2009,1,1766323,10 anos
11038,2038,1,8341585,40 a 44 anos
4495,2040,0,8059034,45 a 49 anos
2798,2025,0,1511978,18 anos
2436,2021,0,133804,85 anos
1959,2017,0,909423,59 anos
7226,2004,1,1773920,8 anos
3589,2032,0,8306365,30 a 34 anos
5396,2048,0,1536781,55 anos
9961,2028,1,870086,67 anos
977,2008,0,288501,73 anos
7091,2002,1,-,80 a 84 anos
9480,2024,1,1693305,36 anos
1381,2012,0,6511227,40 a 44 anos
2451,2022,0,1503433,6 anos
9622,2025,1,999820,62 anos
1118,2010,0,1582546,5 anos
12473,2051,1,1476633,33 anos
8907,2019,1,1768404,21 anos
2014,2018,0,1559736,12 anos
12744,2053,1,1060726,74 anos
4793,2043,0,1389757,15 anos
9646,2025,1,249491,81 anos
5031,2045,0,1469569,29 anos
12897,2055,1,1255489,16 anos
5200,2046,0,759081,77 anos
12883,2055,1,5941609,5 a 9 anos
6466,2058,0,1278203,22 anos
4019,2036,0,1509539,18 anos
825,2007,0,1301517,39 anos
8858,2018,1,401096,73 anos
9862,2027,1,421424,77 anos
579,2005,0,1837067,19 anos
8520,2015,1,482772,69 anos
12257,2049,1,1424543,38 anos
5573,2050,0,1331547,18 anos
611,2005,0,1085072,45 anos
1552,2013,0,52009,89 anos
10680,2035,1,1492465,19 anos
11859,2045,1,792600,76 anos
761,2006,0,183246,78 anos
2446,2022,0,1502556,2 anos
10823,2036,1,1629128,45 anos
8805,2018,1,1714439,29 anos
3156,2028,0,1674886,39 anos
8331,2014,1,1479696,4 anos
13331,2059,1,1165525,8 anos
361,2003,0,1735296,22 anos
11385,2041,1,1595372,51 anos
5266,2047,0,7445888,40 a 44 anos
1158,2010,0,1326729,39 anos
5900,2053,0,1248140,13 anos
5921,2053,0,1432668,30 anos
3635,2032,0,920521,68 anos
7557,2007,1,1696209,6 anos
11256,2040,1,1522996,36 anos
5390,2048,0,1644421,50 anos
3093,2027,0,352245,79 anos
7151,2003,1,1244863,38 anos
2374,2021,0,8407755,35 a 39 anos
10653,2034,1,148065,88 anos
10615,2034,1,1358031,57 anos
11187,2039,1,923716,71 anos
1991,2017,0,422377,85 a 89 anos
11700,2044,1,1453853,36 anos
4807,2043,0,1473939,27 anos
12743,2053,1,1112550,73 anos
3254,2029,0,1647835,28 anos
5392,2048,0,1607043,52 anos
571,2005,0,1720878,12 anos
11188,2039,1,882523,72 anos
12640,2052,1,5994731,80 anos ou mais
6382,2057,0,7000246,45 a 49 anos
3923,2035,0,1535445,30 anos
11308,2040,1,4089058,80 anos ou mais
2005,2018,0,7432381,5 a 9 anos
12702,2053,1,1445327,39 anos
335,2003,0,1620293,0 ano
8486,2015,1,1415726,40 anos
4156,2037,0,8278370,40 a 44 anos
5918,2053,0,1409645,28 anos
11124,2039,1,1490277,19 anos
4773,2043,0,113353443,Total
6707,2060,0,1428077,38 anos
1542,2013,0,179866,80 anos
2811,2025,0,1719951,29 anos
1036,2009,0,7627488,30 a 34 anos
8736,2017,1,709715,64 anos
7112,2003,1,1796034,5 anos
1068,2009,0,797692,56 anos
1184,2010,0,684784,60 anos
10302,2031,1,634985,74 anos
5697,2051,0,1447398,29 anos
1229,2011,0,1563308,5 anos
6601,2059,0,1426775,42 anos
1400,2012,0,924260,55 anos
4728,2042,0,1579530,54 anos
8276,2013,1,1134065,50 anos
6318,2056,0,569857,83 anos
7855,2009,1,1637964,70 a 74 anos
11103,2039,1,1270687,1 ano
8164,2012,1,5178764,50 a 54 anos
12293,2049,1,1281140,68 anos
10443,2033,1,1407598,6 anos
11757,2044,1,451555,83 anos
8504,2015,1,1007473,55 anos
12027,2047,1,1465142,31 anos
598,2005,0,6483960,35 a 39 anos
8394,2014,1,941563,56 anos
7435,2005,1,-,89 anos
2223,2020,0,1513074,1 ano
12126,2048,1,1395216,21 anos
12832,2054,1,7801082,55 a 59 anos
6655,2059,0,447211,86 anos
8229,2013,1,1626693,11 anos
4969,2044,0,4698510,70 a 74 anos
7585,2007,1,7211774,30 a 34 anos
5628,2050,0,1433370,64 anos
13360,2059,1,1374404,32 anos
7488,2006,1,1234773,41 anos
3395,2030,0,1402018,53 anos
12003,2047,1,1288939,11 anos
532,2004,0,269133,72 anos
1422,2012,0,315157,74 anos
4511,2040,0,1492590,58 anos
4312,2038,0,637170,77 anos
239,2002,0,1775571,13 anos
11951,2046,1,1502837,60 anos
4943,2044,0,1637654,48 anos
319,2002,0,709561,80 anos ou mais
10377,2032,1,1655860,44 anos
10819,2036,1,1637201,42 anos
7681,2008,1,1735646,17 anos
10227,2031,1,1498781,11 anos
12161,2048,1,1644421,50 anos
8563,2016,1,1584312,12 anos
9877,2027,1,94337,89 anos
7221,2004,1,1731418,4 anos
4410,2039,0,1082646,66 anos
8860,2018,1,1439622,75 a 79 anos
12820,2054,1,7182722,45 a 49 anos
7601,2007,1,1203668,43 anos
672,2006,0,1632881,4 anos
1454,2013,0,1581006,8 anos
6444,2058,0,1141070,4 anos
7759,2008,1,-,81 anos
10391,2032,1,1382601,55 anos
6491,2058,0,1463083,43 anos
6343,2057,0,1208802,12 anos
4162,2037,0,8112423,45 a 49 anos
9986,2028,1,128613,87 anos
7311,2004,1,169261,79 anos
12584,2052,1,1468772,33 anos
10780,2036,1,7242697,10 a 14 anos
12018,2047,1,1444746,24 anos
8777,2018,1,1484214,5 anos
11317,2040,1,268408,86 anos
10196,2030,1,435820,78 anos
1419,2012,0,372596,71 anos
8194,2012,1,1190922,75 a 79 anos
4546,2040,0,268408,86 anos
12956,2055,1,1407243,65 anos
8997,2020,1,1504215,4 anos
6437,2057,0,1479630,90 anos ou mais
1993,2017,0,95678,86 anos
9943,2028,1,1373147,52 anos
6954,2001,1,495916,59 anos
4233,2038,0,1406120,11 anos
6702,2060,0,1384474,34 anos
3739,2033,0,1124387,62 anos
4937,2044,0,1596861,43 anos
8652,2016,1,108229,85 anos
7737,2008,1,495960,64 anos
13313,2058,1,1997388,85 a 89 anos
10955,2037,1,1163517,63 anos
13405,2059,1,6123684,70 a 74 anos
5616,2050,0,1590278,54 anos
696,2006,0,1723685,24 anos
10639,2034,1,557288,77 anos
9348,2023,1,1572694,19 anos
8659,2017,1,7530642,0 a 4 anos
901,2008,0,8840588,10 a 14 anos
4726,2042,0,1586537,52 anos
6351,2057,0,1261973,19 anos
3193,2028,0,3264515,70 a 74 anos
10807,2036,1,1534362,32 anos
3203,2028,0,401521,78 anos
9829,2027,1,6680739,50 a 54 anos
8877,2018,1,72833,88 anos
7110,2003,1,1773100,4 anos
10730,2035,1,1247391,60 anos
3779,2034,0,1352631,3 anos
3726,2033,0,1570071,51 anos
13511,2060,1,1415262,65 anos
2972,2026,0,692951,70 anos
4473,2040,0,1475769,26 anos
9030,2020,1,1707001,31 anos
6692,2060,0,1284231,25 anos
12628,2052,1,5722265,70 a 74 anos
13357,2059,1,6871646,30 a 34 anos
2878,2025,0,176285,84 anos
5086,2045,0,3744109,75 a 79 anos
9405,2023,1,785370,66 anos
3793,2034,0,7520683,15 a 19 anos
10208,2030,1,139190,87 anos
9553,2025,1,7522618,5 a 9 anos
8531,2015,1,243536,78 anos
3086,2027,0,584498,73 anos
1205,2010,0,199182,78 anos
2771,2024,0,112598,87 anos
58,2000,0,854506,47 anos
3806,2034,0,1472470,25 anos
3030,2027,0,1654253,26 anos
3412,2030,0,918473,67 anos
8080,2011,1,347558,72 anos
12631,2052,1,1143234,72 anos
2513,2022,0,1074125,58 anos
4325,2038,0,211608,87 anos
12559,2052,1,1248379,12 anos
8859,2018,1,368941,74 anos
1501,2013,0,1216022,47 anos
6748,2060,0,1226192,72 anos
9221,2022,1,1492152,5 anos
3118,2028,0,1489794,7 anos
12305,2049,1,741642,78 anos
7627,2007,1,2065760,65 a 69 anos
1043,2009,0,1394943,35 anos
11898,2046,1,1360758,16 anos
5695,2051,0,1425309,27 anos
10871,2036,1,985869,85 a 89 anos
13120,2057,1,1245149,17 anos
6397,2057,0,1520620,57 anos
4517,2040,0,1271497,63 anos
11488,2042,1,8144623,45 a 49 anos
8801,2018,1,1691669,25 anos
8865,2018,1,245407,79 anos
3854,2034,0,1061265,65 anos
2119,2019,0,1487591,7 anos
11027,2038,1,1469209,30 anos
7165,2003,1,3852665,50 a 54 anos
6218,2056,0,1123734,0 ano
12324,2050,1,1183020,1 ano
13444,2060,1,5936671,10 a 14 anos
6263,2056,0,1464774,38 anos
3164,2028,0,1636336,45 anos
6813,2000,1,1268168,34 anos
7918,2010,1,7821287,30 a 34 anos
12539,2051,1,348199,87 anos
1150,2010,0,1568187,32 anos
7912,2010,1,8574606,25 a 29 anos
11944,2046,1,7688149,55 a 59 anos
11647,2043,1,395332,84 anos
1591,2014,0,8373348,30 a 34 anos
11416,2041,1,691616,77 anos
6309,2056,0,1003285,76 anos
11315,2040,1,1182750,85 a 89 anos
7961,2010,1,510943,65 anos
3091,2027,0,421424,77 anos
6950,2001,1,614670,55 anos
9629,2025,1,752935,68 anos
3701,2033,0,1554150,30 anos
7825,2009,1,5641920,45 a 49 anos
3820,2034,0,1709037,37 anos
1984,2017,0,1491270,80 anos ou mais
21,2000,0,1840449,16 anos
1731,2015,0,1044760,54 anos
12850,2054,1,5927673,70 a 74 anos
9703,2026,1,1683035,37 anos
11639,2043,1,675823,78 anos
3001,2027,0,1438318,2 anos
1757,2015,0,310704,75 anos
913,2008,0,8898877,20 a 24 anos
6417,2057,0,1142572,74 anos
1884,2016,0,69350,88 anos
12491,2051,1,1488342,48 anos
5054,2045,0,1655512,48 anos
11908,2046,1,7369573,25 a 29 anos
7914,2010,1,1737581,26 anos
8806,2018,1,8555280,30 a 34 anos
4106,2036,0,571089,90 anos ou mais
1455,2013,0,1586069,9 anos
4432,2039,0,337777,84 anos
3676,2033,0,7433002,10 a 14 anos
4,2000,0,1804756,2 anos
12924,2055,1,1446440,39 anos
9838,2027,1,1180721,57 anos
10256,2031,1,1698768,35 anos
5277,2047,0,1651768,49 anos
8942,2019,1,1242330,50 anos
7317,2004,1,-,83 anos
8066,2011,1,707938,60 anos
1272,2011,0,1308181,41 anos
6424,2057,0,6708953,80 anos ou mais
4236,2038,0,1448259,14 anos
9291,2022,1,844506,64 anos
9303,2022,1,448096,74 anos
2686,2024,0,1514013,17 anos
11770,2045,1,1225982,2 anos
2543,2022,0,199663,82 anos
11572,2043,1,1473644,22 anos
8585,2016,1,1720815,30 anos
1538,2013,0,221487,78 anos
5679,2051,0,1277222,14 anos
6010,2054,0,1231161,12 anos
9084,2020,1,334732,76 anos
11449,2042,1,1363431,12 anos
3149,2028,0,1690309,33 anos
12829,2054,1,1484465,52 anos
3753,2033,0,680231,74 anos
8845,2018,1,814051,62 anos
4919,2044,0,1471737,28 anos
6163,2055,0,1414867,47 anos
1098,2009,0,-,80 anos
2604,2023,0,1638920,41 anos
7123,2003,1,9138455,15 a 19 anos
7925,2010,1,1440360,35 anos
4336,2039,0,6691592,5 a 9 anos
13096,2056,1,306448,89 anos
3544,2031,0,236082,84 anos
6184,2055,0,6826458,65 a 69 anos
9950,2028,1,1169504,58 anos
9155,2021,1,1513311,43 anos
9045,2020,1,1433127,44 anos
6304,2056,0,1215412,72 anos
11777,2045,1,1278708,8 anos
687,2006,0,1751662,16 anos
12010,2047,1,1359488,17 anos
6115,2055,0,1188605,7 anos
1362,2012,0,1742510,24 anos
2330,2020,0,265178,90 anos ou mais
4338,2039,0,1325111,6 anos
13167,2057,1,1505912,56 anos
7485,2006,1,1285186,39 anos
12699,2053,1,1443130,36 anos
8521,2015,1,1924795,70 a 74 anos
6687,2060,0,1249372,21 anos
12719,2053,1,1561743,53 anos
6214,2055,0,299261,89 anos
7921,2010,1,1568187,32 anos
4278,2038,0,1618592,49 anos
7351,2005,1,8869401,20 a 24 anos
10164,2030,1,1487665,51 anos
12009,2047,1,1347420,16 anos
2782,2025,0,7522618,5 a 9 anos
6316,2056,0,688919,81 anos
9182,2021,1,774896,65 anos
7806,2009,1,1639421,29 anos
12613,2052,1,1540299,57 anos
8434,2014,1,54105,89 anos
1587,2014,0,1733323,26 anos
4463,2040,0,1469829,18 anos
9368,2023,1,1697722,35 anos
5124,2046,0,1335954,14 anos
5872,2052,0,631284,81 anos
11318,2040,1,231694,87 anos
5663,2051,0,1168162,0 ano
11895,2046,1,1335954,14 anos
8369,2014,1,1585746,35 anos
8987,2019,1,87822,87 anos
4133,2037,0,1479043,20 anos
6268,2056,0,1435947,42 anos
6391,2057,0,1445898,52 anos
10869,2036,1,331947,83 anos
7881,2010,1,95513298,Total
8165,2012,1,1109076,50 anos
8638,2016,1,1368574,75 a 79 anos
1905,2017,0,1598668,14 anos
4530,2040,0,815925,74 anos
11845,2045,1,6117373,65 a 69 anos
835,2007,0,1072396,47 anos
11738,2044,1,1139177,68 anos
11831,2045,1,1558590,53 anos
7946,2010,1,942803,53 anos
11569,2043,1,7360848,20 a 24 anos
8949,2019,1,1075319,56 anos
1083,2009,0,391907,69 anos
10928,2037,1,1697616,40 anos
8762,2017,1,422377,85 a 89 anos
8090,2011,1,692280,80 a 84 anos
10347,2032,1,1472502,19 anos
6234,2056,0,1230689,14 anos
2238,2020,0,1558699,14 anos
10919,2037,1,1531634,33 anos
4845,2043,0,1510754,59 anos
5935,2053,0,1412480,42 anos
6482,2058,0,1422567,35 anos
13014,2056,1,1290933,21 anos
12510,2051,1,1435666,64 anos
4742,2042,0,1236971,65 anos
9900,2028,1,1481666,16 anos
6349,2057,0,1245149,17 anos
10280,2031,1,1345162,55 anos
4770,2042,0,218897,88 anos
5089,2045,0,749822,77 anos
8721,2017,1,1184198,51 anos
6494,2058,0,1405658,45 anos
8456,2015,1,1720396,15 anos
2728,2024,0,1247475,52 anos
8441,2015,1,1489399,3 anos
10746,2035,1,723517,74 anos
4932,2044,0,1509940,39 anos
1999,2018,0,7565301,0 a 4 anos
11663,2044,1,1259295,5 anos
12916,2055,1,1428650,32 anos
12962,2055,1,1287213,70 anos
5442,2049,0,1190292,1 ano
7677,2008,1,1733453,14 anos
8880,2019,1,102760295,Total
11594,2043,1,1524145,40 anos
11146,2039,1,1557928,37 anos
10650,2034,1,238766,85 anos
1772,2015,0,78591,87 anos
11970,2046,1,799876,76 anos
2127,2019,0,1577771,14 anos
991,2008,0,-,84 anos
10584,2034,1,1551240,31 anos
4513,2040,0,6593867,60 a 64 anos
10939,2037,1,7962995,50 a 54 anos
9874,2027,1,143681,86 anos
10240,2031,1,1480442,22 anos
4430,2039,0,419688,82 anos
13273,2058,1,1429573,52 anos
7734,2008,1,598852,61 anos
4532,2040,0,770973,75 anos
179,2001,0,614670,55 anos
349,2003,0,1734259,12 anos
6215,2055,0,1389754,90 anos ou mais
11149,2039,1,8372088,40 a 44 anos
4324,2038,0,245573,86 anos
1403,2012,0,806253,58 anos
3822,2034,0,1668230,39 anos
10132,2030,1,7893232,25 a 29 anos
7995,2011,1,1482606,1 ano
6272,2056,0,1402037,45 anos
1461,2013,0,1763973,14 anos
5174,2046,0,1551165,55 anos
1195,2010,0,1689818,70 a 74 anos
7668,2008,1,1630372,6 anos
5417,2048,0,976692,73 anos
2101,2018,0,134264,84 anos
4926,2044,0,1429922,34 anos
5314,2047,0,5274967,80 anos ou mais
12288,2049,1,1429990,64 anos
11909,2046,1,1467074,25 anos
6270,2056,0,1412224,44 anos
8272,2013,1,1216022,47 anos
7158,2003,1,1061694,44 anos
11956,2046,1,6260872,65 a 69 anos
12474,2051,1,1447892,34 anos
6535,2058,0,6877272,80 anos ou mais
